Car name,Description,Mileage,Price,Colour,Link
2016 Kia Soul,EV * EV* UN SEUL PROPRIO* JAMAIS ACCIDENTÉ,"41,491KM","$15,447",Blanc,https://www.carpages.ca/used-cars/quebec/quebec/2016-kia-soul-5660583/
2019 Lexus UX,250h F-Sport Hybrid Sunroof Blind Spot Heated Seats Heated Steeting Lane Keep,"23,437KM","$36,387",Orange,https://www.carpages.ca/used-cars/ontario/thornhill/2019-lexus-ux-5659845/
2020 RAM 1500,"New Laramie 4x4 Crew Cab 6'4"" Box 12"" Display Panoramic Roof",17KM,"$64,998",Gray,https://www.carpages.ca/new-cars/ontario/thornhill/2020-ram-1500-5659833/
2015 Chrysler 200,S,"137,882KM","$12,096",Bright White,https://www.carpages.ca/used-cars/ontario/mississauga/2015-chrysler-200-5659527/
2017 BMW i3,W/ RANGE EXTENDER | ELECTRIC | LEATHER | NAV | 46K,"46,948KM","$28,888",Fluid Black w/BMW i Frozen Blue Accent,https://www.carpages.ca/used-cars/ontario/brantford/2017-bmw-i3-5659428/
2020 Toyota Prius,"Prime Plug-In Hybrid Upgrade Ed.! $34,900 financed!!",117KM,"$36,900",Black,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-toyota-prius-5653992/
2020 Ford Escape,Titanium Hybrid 4WD  - Leather Seats,CALL,"$38,699",Star White Tri-Coat,https://www.carpages.ca/new-cars/manitoba/selkirk/2020-ford-escape-5653596/
2020 Ford Escape,Titanium Hybrid 4WD  - Leather Seats,5KM,"$40,649",Agate Black,https://www.carpages.ca/new-cars/manitoba/selkirk/2020-ford-escape-5653593/
2021 Jeep Wrangler,New Rubicon 4x4 Sky Roof Alpine Audio Cold Weather grp,27KM,"$67,671",Green,https://www.carpages.ca/new-cars/ontario/thornhill/2021-jeep-wrangler-5652921/
2021 Jeep Wrangler,Rubicon|Sky Roof|Navi|Steel Bumper|Trailer Tow,10KM,"$69,385",Black,https://www.carpages.ca/new-cars/ontario/thornhill/2021-jeep-wrangler-5652912/
2015 Tesla Model S,"90D AUTOPILOT, SUB ZERO, AIR, HIFI SOUND!","65,553KM","$57,950",White,https://www.carpages.ca/used-cars/ontario/burlington/2015-tesla-model-s-5652351/
2017 Ford Fusion,"Energi PLATINUM-NAV, LEATHER, SUNROOF","43,679KM","$23,114",White,https://www.carpages.ca/used-cars/british-columbia/duncan/2017-ford-fusion-5651085/
2020 Porsche Taycan,4S,2KM,"$147,345",White,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5650539/
2021 Hyundai KONA,Electric Ultimate  - Navigation,17KM,"$55,159",Galatic Grey,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-hyundai-kona-5649972/
2017 Chevrolet Volt,Premier,"75,855KM","$21,988",Black,https://www.carpages.ca/used-cars/ontario/cornwall/2017-chevrolet-volt-5649705/
2020 RAM 1500,Limited,CALL,"$76,715",Bright White,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2020-ram-1500-5648250/
2020 Lexus ES 300,h Premium Package,90KM,"$50,672",Caviar,https://www.carpages.ca/new-cars/alberta/edmonton/2020-lexus-es-300-5646420/
2020 Lexus ES 300,h Premium Ecvt Premium Package,"1,580KM","$52,900",Caviar,https://www.carpages.ca/new-cars/alberta/edmonton/2020-lexus-es-300-5646417/
2016 Ford Focus,Titanium,"52,499KM","$13,999",Black,https://www.carpages.ca/used-cars/ontario/kingston/2016-ford-focus-5646321/
2016 Nissan Leaf,SV GPS-CAMÉRA*SIÈGES CHAUFFANT,"97,207KM","$13,987",Gris foncé,https://www.carpages.ca/used-cars/quebec/levis/2016-nissan-leaf-5645835/
2021 Toyota Corolla,Hybrid CVT w/Li Battery  - $170 B/W,CALL,"$27,387",Cls Silv Metallic,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-corolla-5645805/
2021 Kia Soul,EV EV Premium,17KM,"$45,373",Snow White Pearl,https://www.carpages.ca/new-cars/british-columbia/courtenay/2021-kia-soul-5645550/
2021 Toyota Corolla,Hybrid,10KM,"$26,795",01F7 CLASSIC SILVER METALLIC NO CHARGE,https://www.carpages.ca/new-cars/ontario/whitby/2021-toyota-corolla-5643849/
2020 Ford Escape,Titanium Hybrid 4WD  - Leather Seats,5KM,"$40,499",Magnetic,https://www.carpages.ca/new-cars/manitoba/selkirk/2020-ford-escape-5641263/
2020 Ford F-150,XLT,141KM,"$60,369",Rapid Red Metallic Tinted Clearcoat,https://www.carpages.ca/new-cars/ontario/peterborough/2020-ford-f-150-5638410/
2020 Ford F-150,Lariat,CALL,"$84,029",Magnetic,https://www.carpages.ca/new-cars/ontario/mississauga/2020-ford-f-150-5638362/
2006 Toyota Highlander,"Limited, 7 Pass, AWD, 3/Y Warranty Availa","291,000KM","$5,900",Blue,https://www.carpages.ca/used-cars/ontario/toronto/2006-toyota-highlander-5635269/
2020 Porsche Taycan,4S,2KM,"$146,435",Black,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5634084/
2020 Toyota Highlander,HYBRID LE,10KM,"$47,450.70",Grey,https://www.carpages.ca/new-cars/ontario/stouffville/2020-toyota-highlander-5632722/
2020 RAM 1500,"Limited Crew Cab | Leather | Sunroof | Navigation | 12"" Screen |",467KM,"$86,994",RED PEARL,https://www.carpages.ca/new-cars/saskatchewan/regina/2020-ram-1500-5630832/
2021 Jeep Wrangler,High Altitude Unlimited | Leather | Navigation |,11KM,"$61,927",Black,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-5630784/
2021 Jeep Wrangler,High Altitude Unlimited | Leather | Navigation |,10KM,"$62,159",Billet Silver Metallic,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-5630781/
2020 Ford F-150,XL,CALL,"$34,888",Oxford White,https://www.carpages.ca/new-cars/ontario/thornhill/2020-ford-f-150-5630562/
2020 Lexus ES,ES 300h Premium Hybrid Sunroof Navigation Heat and Ventilated Seats Blind Spot,"30,439KM","$50,998",Black,https://www.carpages.ca/used-cars/ontario/thornhill/2020-lexus-es-5630337/
2019 Hyundai IONIQ,Electric PREFERRED **NAVIGATION** Dites au revoir aux stations service avec une voiture électrique!,"24,170KM","$22,977",Blanc polaire,https://www.carpages.ca/used-cars/quebec/shawinigan/2019-hyundai-ioniq-5630301/
2021 Kia Soul,EV EV Premium,17KM,"$45,463",Neptune Blue,https://www.carpages.ca/new-cars/british-columbia/courtenay/2021-kia-soul-5629206/
2020 Kia NIRO,L,17KM,"$28,926",Aurora Black,https://www.carpages.ca/new-cars/british-columbia/courtenay/2020-kia-niro-5629200/
2020 Kia NIRO,EV SX Touring,17KM,"$57,123",Graphite,https://www.carpages.ca/new-cars/british-columbia/courtenay/2020-kia-niro-5629194/
2021 Toyota Corolla,Hybrid CVT w/Li Battery  - $188 B/W,25KM,"$26,790",Blueprint,https://www.carpages.ca/new-cars/ontario/simcoe/2021-toyota-corolla-5626554/
2017 Lexus ES 300,Hybrid Touring Navigation Leather Sunroof Bcam,"108,000KM","$24,950",White,https://www.carpages.ca/used-cars/ontario/toronto/2017-lexus-es-300-5625828/
2017 Chevrolet Volt,"LT Hatchback, Range Extender, Heated Steering + Seats, Teen Driver, Rear Camera, 8"" Touchscreen","72,000KM","$19,988",Blue,https://www.carpages.ca/used-cars/ontario/guelph/2017-chevrolet-volt-5624235/
2014 Lexus RX 450h,Hybrid AWD Navigation Mark Livinson Sound  HeadsUp Display Sunroof Blind Spot,"126,835KM","$25,994",Brown,https://www.carpages.ca/used-cars/ontario/thornhill/2014-lexus-rx-450h-5623854/
2017 Ford Fusion,Energi,"130,598KM","$14,995",Red,https://www.carpages.ca/used-cars/ontario/newmarket/2017-ford-fusion-5623839/
2021 Jeep Wrangler,New Rubicon 4x4 Alpine Audio Cold Weather & Safety grps,23KM,"$60,846",White,https://www.carpages.ca/new-cars/ontario/thornhill/2021-jeep-wrangler-5623737/
2019 Toyota Prius,Technology AWD-e w/ ONLY 6k! AS NEW!!,"6,000KM","$34,542",Supersonic Red,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-toyota-prius-5622945/
2020 Ford F-150,XLT,142KM,"$51,069",Rapid Red Metallic Tinted Clearcoat,https://www.carpages.ca/new-cars/ontario/peterborough/2020-ford-f-150-5620134/
2014 Toyota Prius,"V ""","141,628KM","$14,382",Blue,https://www.carpages.ca/used-cars/new-brunswick/moncton/2014-toyota-prius-5618514/
2020 Hyundai Sonata,Hybrid Ultimate,35KM,"$40,940",Hyper White,https://www.carpages.ca/new-cars/ontario/mississauga/2020-hyundai-sonata-5614665/
2021 RAM 1500,"New LIMITED X 4x4 RamBox Navigation Panoramic Sunroof Adaptive Cruise Control w/Stop,20 Rims",20KM,"$85,171",White,https://www.carpages.ca/new-cars/ontario/bolton/2021-ram-1500-5614293/
2021 RAM 1500,New Limited 4x4 Navigation Panoramic Sunroof Adaptive Cruise Control w/Stop Remote Start 20 Rims,24KM,"$82,434",Black,https://www.carpages.ca/new-cars/ontario/bolton/2021-ram-1500-5614278/
2021 RAM 1500,"New Longhorn 4x4 Navigation Panoramic Sunroof Blind Spot Leather Remote Start Heated Seats 22""Rims",20KM,"$76,834",White,https://www.carpages.ca/new-cars/ontario/bolton/2021-ram-1500-5614239/
2021 Jeep Wrangler,"Unlimited New Sahara 4x4 Hard Top Navigation Bluetooth Remote Start Blind Spot Backup Camera 18""alloy Rims",20KM,"$54,409",Black,https://www.carpages.ca/new-cars/ontario/bolton/2021-jeep-wrangler-5614233/
2020 Honda Accord,Hybrid Touring,CALL,"$43,075",Black,https://www.carpages.ca/new-cars/british-columbia/vancouver/2020-honda-accord-5607828/
2019 Nissan Leaf,SV ** NAVIGATION / SIÈGES CHAUFFANTS,"23,039KM","$29,988",Blanc,https://www.carpages.ca/used-cars/quebec/st-hyacinthe/2019-nissan-leaf-5603658/
2020 Toyota Highlander,Hybrid LE  -  Android Auto,CALL,"$48,017",Midnight B,https://www.carpages.ca/new-cars/alberta/high-river/2020-toyota-highlander-5603349/
2020 Toyota Highlander,HYBRID LE,10KM,"$47,450.70",Silver,https://www.carpages.ca/new-cars/ontario/stouffville/2020-toyota-highlander-5601972/
2020 Toyota RAV4,Hybrid Limited,45KM,"$44,725",0218 MIDNIGHT BLACK METALLIC NO CHARGE,https://www.carpages.ca/new-cars/ontario/whitby/2020-toyota-rav4-5597583/
2020 Porsche Taycan,4S,30KM,"$148,450",Black,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5596338/
2020 Porsche Taycan,4S,2KM,"$153,525",Blue,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5596335/
2019 Ford Fusion,Hybrid Titanium*LEATHER*SUNROOF*NAV*,"23,820KM","$22,909",Black,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-5595765/
2019 Ford Fusion,Hybrid Titanium*LEATHER*SUNROOF*NAV*,"19,600KM","$22,885",Red,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-5595756/
2019 Ford Fusion,Hybrid Titanium*LEATHER*SUNROOF*NAV*,"21,313KM","$22,885",SMOKEY GRAY,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-5595750/
2016 Toyota RAV4,Hybrid XLE,"74,298KM","$24,999",Grey,https://www.carpages.ca/used-cars/ontario/renfrew/2016-toyota-rav4-5595732/
2020 Ford Fusion,"Hybrid SEL, Leather, Sunroof, Navigation, BlindSpot Monitor, Collision Warning, Rear Camera, Alloys & More!","17,000KM","$22,988",Black,https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-fusion-5595255/
2020 Ford Fusion,"Hybrid SEL, Leather, Sunroof, Navigation, BlindSpot Monitor, Collision Warning, Rear Camera, Alloys & More!","22,000KM","$22,875",Gray,https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-fusion-5595252/
2019 Ford Fusion,Hybrid Titanium,"21,543KM","$22,715",White Platinum,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-5594205/
2019 Ford Fusion,Hybrid Titanium,"16,409KM","$22,775",White Platinum,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-5594193/
2015 Nissan Leaf,SV GPS** BATTERIE E/V GARANTIE 8 ANS/160 000 KM ** Offrez-vous un véhicule électrique à prix abordable!,"136,416KM","$9,669",Charcoal,https://www.carpages.ca/used-cars/quebec/shawinigan/2015-nissan-leaf-5591883/
2020 Toyota RAV4,Hybrid Hybrid XLE AWD,CALL,"$43,540",Silver Sky Metallic With Black Roof,https://www.carpages.ca/new-cars/ontario/north-bay/2020-toyota-rav4-5589495/
2019 Buick LaCrosse,Essence,"18,206KM","$28,995",Black,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-buick-lacrosse-5585802/
2019 Ford Fusion Hybrid,Titanium,CALL,"$24,995",White,https://www.carpages.ca/used-cars/ontario/kitchener/2019-ford-fusion-hybrid-5582421/
2020 Ford Fusion Hybrid,Titanium,"26,000KM","$27,995",Grey,https://www.carpages.ca/used-cars/ontario/kitchener/2020-ford-fusion-hybrid-5582376/
2020 Kia NIRO,L DON'T PAY TO FEBRUARY 2021,26KM,"$28,990",White,https://www.carpages.ca/new-cars/ontario/mississauga/2020-kia-niro-5582307/
2015 Porsche Panamera,HYBRID S I BOSE I PREM PKG PLUS I NAV,"47,648KM","$58,910",Grey,https://www.carpages.ca/used-cars/ontario/vaughan/2015-porsche-panamera-5578875/
2018 Ford Focus,ÉLECTRIQUE à hayon,"31,370KM","$16,445",Noir,https://www.carpages.ca/used-cars/quebec/st-hyacinthe/2018-ford-focus-5578071/
2020 Hyundai Sonata,Hybrid Ultimate,35KM,"$40,940",Hyper White,https://www.carpages.ca/new-cars/ontario/mississauga/2020-hyundai-sonata-5576910/
2021 Jeep Wrangler,Willys Unlimited | Technology Group |,6KM,"$52,968",Sting-Grey,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-5576706/
2016 Audi A3,e-tron Prestige,"54,745KM","$26,700",Red,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-audi-a3-5570379/
2020 Toyota RAV4,Hybrid Limited,10KM,"$44,725",01G3 MAGNETIC GREY METALLIC NO CHARGE,https://www.carpages.ca/new-cars/ontario/whitby/2020-toyota-rav4-5570142/
2020 Toyota Highlander,Hybrid Limited,44KM,"$55,665",01G3 MAGNETIC GREY METALLIC NO CHARGE,https://www.carpages.ca/new-cars/ontario/whitby/2020-toyota-highlander-5570112/
2016 Ford C-MAX,Hybrid SE Heated Front Seats Dual Climate ECO Mode Bluetooth Keyless Entry,"74,589KM","$13,871",Black,https://www.carpages.ca/used-cars/ontario/thornhill/2016-ford-c-max-5567568/
2020 Ford SUPERDUTY,F-250 XLT,14KM,"$56,663",White,https://www.carpages.ca/new-cars/ontario/niagara-falls/2020-ford-superduty-5566008/
2016 Toyota Prius c,"LOCAL, NO ACCIDENTS","63,855KM","$16,389",Black,https://www.carpages.ca/used-cars/british-columbia/surrey/2016-toyota-prius-c-5564319/
2019 Ford Fusion,"Hybrid Titanium - Nav, S.Roof, Htd & A/C Lthr!!","20,000KM","$23,560",Magnetic,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-ford-fusion-5563896/
2012 Toyota Prius,"""","145,235KM","$10,997",Black,https://www.carpages.ca/used-cars/new-brunswick/moncton/2012-toyota-prius-5563059/
2009 Toyota Prius,5DHB,"150,337KM","$6,990",Silver,https://www.carpages.ca/used-cars/ontario/etobicoke/2009-toyota-prius-5562411/
2020 Toyota Highlander,HYBRID LE,10KM,"$47,450.70",Silver,https://www.carpages.ca/new-cars/ontario/stouffville/2020-toyota-highlander-5561607/
2017 Ford C-MAX,Titanium - HYBRID! HTD LEATHER! PANOROOF! NAV! + MUCH MORE!,"67,983KM","$18,495",Silver,https://www.carpages.ca/used-cars/ontario/belleville/2017-ford-c-max-5560812/
2017 Ford C-MAX,Hybrid Titanium - HTD LEATHER! NAV! FUEL SAVER!,"132,268KM","$12,495",Blue,https://www.carpages.ca/used-cars/ontario/belleville/2017-ford-c-max-5560734/
2021 Toyota Corolla,Hybrid CVT w/Li Battery,CALL,"$27,306",Black Sand Pearl,https://www.carpages.ca/new-cars/alberta/high-river/2021-toyota-corolla-5557131/
2020 Ford Escape,Titanium - AWD Hybrid,"9,471KM","$43,715",Star White Tri-Coat (MET),https://www.carpages.ca/used-cars/ontario/burlington/2020-ford-escape-5555037/
2019 Ford Fusion,Hybrid Titanium 4WD *Ask about 2.9%!,"16,690KM","$24,900",Black,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-ford-fusion-5554017/
2020 Ford F-150,XLT,"5,091KM","$44,990",Blue,https://www.carpages.ca/used-cars/ontario/niagara-falls/2020-ford-f-150-5553654/
2020 Ford Transit,Cargo Van,CALL,"$55,910",Oxford White,https://www.carpages.ca/new-cars/ontario/mississauga/2020-ford-transit-5553606/
2018 Tesla Model 3,"LONG RANGE ALL WHEEL DRIVE EAP, FULL SELF DRIVE, CARFAX CLEAN!","29,968KM","$65,950",White,https://www.carpages.ca/used-cars/ontario/burlington/2018-tesla-model-3-5552814/
2019 Chevrolet Bolt,"EV LT COMFORT AND CONVENIENCE PKG, ACCIDENT FREE!","23,081KM","$32,700",White,https://www.carpages.ca/used-cars/ontario/burlington/2019-chevrolet-bolt-5552805/
2019 Ford Fusion,Hybrid Titanium*LEATHER*SUNROOF*NAV*,"20,029KM","$22,780",White,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-5550264/
2021 Hyundai KONA,Electric PREFERRED: 415KM ALL ELECTRIC RANGE/BLUELINK/SAFETY PKG,8KM,"$42,499",Red,https://www.carpages.ca/new-cars/alberta/edmonton/2021-hyundai-kona-5549856/
2019 Hyundai IONIQ,Electric Preferred GPS MAGS BLUETOOTH CAMÉRA,"44,000KM","$23,995",Noir,https://www.carpages.ca/used-cars/quebec/shawinigan/2019-hyundai-ioniq-5544966/
2019 Hyundai KONA,"Electric Ultimate, Fully Electric, Sunroof, Cooled Seats!!","51,150KM","$43,900",Black,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-hyundai-kona-5540289/
2021 Jeep Wrangler,Willys Unlimited | Technology Group |,8KM,"$53,201",Billet Silver Metallic,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-5539545/
2019 Audi A7,"Sportback Progressiv S-Line Sport Pkg| Driver Assistance Pkg| 20"" wheels",437KM,"$73,889",White,https://www.carpages.ca/used-cars/ontario/thornhill/2019-audi-a7-5538972/
2020 Toyota Highlander,HYBRID LE,10KM,"$47,450.70",Black,https://www.carpages.ca/new-cars/ontario/stouffville/2020-toyota-highlander-5537451/
2020 Ford Fusion,Hybrid Titanium,CALL,"$36,720",White Platinum Metallic Tri-Coat,https://www.carpages.ca/new-cars/ontario/thornhill/2020-ford-fusion-5535720/
2020 Ford SUPERDUTY,F-350 LARIAT,19KM,"$75,403",Black,https://www.carpages.ca/new-cars/ontario/niagara-falls/2020-ford-superduty-5535483/
2020 SUR-RON LIGHT BEE,X BLACK EDITION W/ GATES BELT DRIVE - ALL ELECTRIC POWERED!,1KM,"$7,995",Black,https://www.carpages.ca/used-cars/ontario/burlington/2020-sur-ron-light-bee-5533809/
2011 Toyota Highlander Hybrid,LIMITED,"186,429KM","$16,495",Silver,https://www.carpages.ca/used-cars/ontario/brampton/2011-toyota-highlander-hybrid-5532150/
2009 Toyota Prius,HB,"163,112KM","$6,895",Silver,https://www.carpages.ca/used-cars/ontario/brampton/2009-toyota-prius-5532135/
2013 Audi Q5,2.0L Hybrid Quattro Sunroof Leather Nav Cam Heated/Cooled Seats,"126,913KM","$25,800",Black,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2013-audi-q5-5530899/
2021 Hyundai KONA,Electric Ultimate  - Navigation,17KM,"$55,159",Ceramic Blue,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-hyundai-kona-5530206/
2020 Hyundai IONIQ,Electric Preferred  - Navigation - $209 B/W,10KM,"$34,266",PHANTOM BLACK,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529993/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $235 B/W,10KM,"$38,466",Polar White,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529984/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $235 B/W,7KM,"$38,466",Typhoon Silver,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529975/
2020 Hyundai IONIQ,Electric Preferred  - Navigation - $209 B/W,17KM,"$34,266",PHANTOM BLACK,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529972/
2020 Hyundai IONIQ,Electric Preferred  - Navigation - $209 B/W,7KM,"$34,266",PHANTOM BLACK,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529966/
2020 Hyundai IONIQ,Electric Preferred  - Navigation - $209 B/W,7KM,"$34,266",PHANTOM BLACK,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529963/
2020 Hyundai IONIQ,Electric Preferred  - Navigation - $209 B/W,10KM,"$34,266",PHANTOM BLACK,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529957/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $235 B/W,17KM,"$38,466",Intense Blue,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529954/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $235 B/W,7KM,"$38,466",Polar White,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529951/
2020 Hyundai IONIQ,Electric Preferred  - Navigation - $209 B/W,7KM,"$34,266",PHANTOM BLACK,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529942/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $235 B/W,7KM,"$38,466",Polar White,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529939/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $236 B/W,17KM,"$38,666",PHANTOM BLACK,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529936/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $235 B/W,10KM,"$38,466",Polar White,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529933/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $235 B/W,7KM,"$38,466",White,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-5529918/
